source	target	weight	resources
NCOA4	AR	1.0	TRRUST
NR2C2	CYP24A1	-1.0	ExTRI;GEREDB
TP53	NDN	1.0	ExTRI
JUND	JUND	1.0	ExTRI;GOA
ZNF571	TRIM28	1.0	ExTRI
MAX	TP53	1.0	ExTRI
MYC	TP53	1.0	ExTRI;GOA;Pavlidis2021;TFactS;TRRUST
TP53	MYC	-1.0	DoRothEA-A;ExTRI;HTRI;TRRUST
TP53	NFKB1	1.0	ExTRI;TRRUST
NFKB1	TP53	1.0	DoRothEA-A;ExTRI;NTNU.Curated;TFactS;TRRUST
TP53	RELA	1.0	ExTRI;TRRUST
RELA	TP53	1.0	ExTRI;TFactS;TRRUST
CRX	GRB10	1.0	ExTRI
JUN	GSC	1.0	ExTRI
JUN	GHRHR	1.0	ExTRI
TP63	IL12B	1.0	ExTRI
NFKBIB	NOS2	1.0	ExTRI
NR2F2	ALDH2	1.0	ExTRI
AHR	ALDH3A1	1.0	ExTRI
OTX2	GRB10	1.0	ExTRI
HOXC6	NCAM1	1.0	ExTRI;GEREDB
HR	NCAM1	1.0	ExTRI
FOXO1	IGFBP1	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;SIGNOR;TFactS;TRRUST
STAT1	CSN2	1.0	ExTRI;NTNU.Curated
STAT5A	CSN2	1.0	ExTRI;NTNU.Curated;TFactS;TRRUST
STAT5B	CSN2	1.0	ExTRI;TFactS
GATA4	FGF3	1.0	ExTRI;NTNU.Curated;TFactS
IRF1	CCL4	1.0	ExTRI
IRF8	IRF8	1.0	ExTRI
IRF8	SAMHD1	1.0	ExTRI
TP53	PGAM2	1.0	ExTRI
SPI1	UTRN	1.0	ExTRI
AHR	CYP1A1	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;Pavlidis2021;SIGNOR;TRRUST
PITX2	SIGLEC1	1.0	ExTRI
NR5A2	CYP7A1	-1.0	ExTRI;GEREDB;IntAct;NTNU.Curated
STAT1	SOCS3	1.0	DoRothEA-A;ExTRI;SIGNOR;TFactS;TRRUST
STAT3	SOCS3	1.0	DoRothEA-A;ExTRI;GEREDB;NTNU.Curated;Pavlidis2021;SIGNOR;TFactS;TRRUST
POU2F1	IL5	1.0	CytReg;ExTRI;NTNU.Curated;TRRUST
YY1	IL5	1.0	CytReg;ExTRI;NTNU.Curated;TFactS;TRRUST
SP1	CCND3	1.0	ExTRI
RARA	PLAU	1.0	ExTRI;NTNU.Curated;TRRUST
SP1	PLAU	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST
NFYA	NFYA	1.0	ExTRI
LEF1	MMP7	1.0	ExTRI;NTNU.Curated;Pavlidis2021;TFactS;TRRUST
SPI1	BTK	1.0	ExTRI;NTNU.Curated;TFactS;TRRUST
SP1	BTK	1.0	ExTRI;TRRUST
SP3	BTK	1.0	ExTRI;TRRUST
SP1	SP3	1.0	DoRothEA-A;ExTRI;TRRUST
SP3	SP1	1.0	ExTRI
XBP1	EGFR	1.0	ExTRI
STAT6	IL4	1.0	CytReg;ExTRI;TRRUST
STAT6	SELP	1.0	ExTRI;TRRUST
SREBF1	APOA2	1.0	ExTRI;NTNU.Curated
SP1	SLC2A1	1.0	ExTRI;SIGNOR;TFactS
CEBPB	FSHB	1.0	ExTRI
GATA4	STAR	1.0	ExTRI;TFactS;TRRUST
EGR1	MMP12	-1.0	ExTRI;NTNU.Curated
TCF3	EMC7	1.0	ExTRI
CEBPG	HP	1.0	ExTRI
LRRFIP1	PDGFA	-1.0	ExTRI;NTNU.Curated
EGR1	PDGFA	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated
SP1	PDGFA	1.0	ExTRI;HTRI;NTNU.Curated
JUN	JUN	1.0	ExTRI;NTNU.Curated;TRRUST
TP53	IL6	-1.0	ExTRI;GEREDB;NTNU.Curated;SIGNOR
NEUROD1	NEUROD1	1.0	ExTRI
TCF12	NEUROD1	1.0	ExTRI
JUN	ABCB1	-1.0	ExTRI;GEREDB;SIGNOR;TRRUST
RELA	CD40LG	1.0	DoRothEA-A;ExTRI;HTRI;TRRUST
IKZF3	BCL2	1.0	ExTRI;NTNU.Curated
SP1	ABCC8	1.0	ExTRI;GEREDB;TFactS
STAT5A	GH1	1.0	ExTRI
STAT5A	INS	1.0	ExTRI
STAT5A	PRL	1.0	ExTRI
STAT5A	PRLR	1.0	ExTRI;GEREDB;NTNU.Curated
STAT5B	GH1	1.0	ExTRI
STAT5B	INS	1.0	ExTRI
STAT5B	PRL	1.0	ExTRI
STAT5B	PRLR	1.0	ExTRI;NTNU.Curated
NFKBIB	PLG	1.0	ExTRI
E4F1	PVR	1.0	ExTRI
SP1	CEBPA	-1.0	ExTRI;NTNU.Curated
CEBPB	SP1	1.0	ExTRI
SP1	CEBPD	1.0	ExTRI;TFactS
CEBPD	SP1	1.0	ExTRI
GTF2I	BTK	1.0	ExTRI
NR3C1	BCL2	-1.0	ExTRI;NTNU.Curated
HOXB1	CD1A	1.0	ExTRI
STAT6	CREBBP	1.0	ExTRI
RBPJ	IL6	1.0	CytReg;ExTRI;TRRUST
SP1	ODC1	1.0	ExTRI;NTNU.Curated;TRRUST
SP3	ODC1	-1.0	ExTRI;NTNU.Curated
JUN	IGFBP1	-1.0	ExTRI;GEREDB
MYC	ACTB	1.0	ExTRI
MYC	BRCA1	1.0	ExTRI;TFactS
BRCA1	MYC	1.0	TRRUST
NR5A1	CYP19A1	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;SIGNOR;TFactS;TRRUST
ENO1	IL6	1.0	ExTRI
XBP1	IL6	-1.0	CytReg;ExTRI;GEREDB;TRRUST
ZNF362	NODAL	1.0	ExTRI
PPARA	VCAM1	-1.0	ExTRI;GEREDB;NTNU.Curated
ESR1	NRIP1	1.0	ExTRI
MYC	BIN1	1.0	ExTRI
MYC	ODC1	1.0	DoRothEA-A;ExTRI;GEREDB;HTRI;IntAct;NTNU.Curated;TFactS;TRRUST
MYC	PTMA	1.0	DoRothEA-A;ExTRI;GEREDB;HTRI;TFactS
NRF1	CXCR4	1.0	ExTRI;GEREDB;TRRUST
GATA1	BCL2L1	1.0	ExTRI;HTRI;NTNU.Curated
MYCN	NDRG1	-1.0	ExTRI;NTNU.Curated;TRRUST
MYC	NDRG1	-1.0	ExTRI;GEREDB;NTNU.Curated;TRRUST
MAX	NDRG1	-1.0	ExTRI;GEREDB;NTNU.Curated
HOXB1	HOXB1	1.0	ExTRI;Pavlidis2021
PKNOX1	HOXB1	1.0	ExTRI;GEREDB
NR4A3	IL2	1.0	ExTRI
NR4A3	IL4	1.0	ExTRI
NR4A3	ITK	1.0	ExTRI
NR4A3	CD28	1.0	ExTRI
TP63	CDKN1A	1.0	DoRothEA-A;ExTRI;GEREDB;HTRI;NTNU.Curated;TRRUST
NRG1	PXN	1.0	ExTRI
SSRP1	MAPK8	1.0	ExTRI
SSRP1	TRAF1	1.0	ExTRI
SP1	CYP11A1	1.0	ExTRI;NTNU.Curated;TFactS
MAZ	MYC	1.0	DoRothEA-A;ExTRI;NTNU.Curated
ZNF91	MYC	-1.0	ExTRI;NTNU.Curated
TBP	ACHE	1.0	ExTRI
SSRP1	INS	1.0	ExTRI
ESR1	COMT	1.0	ExTRI
SPI1	TIMP1	1.0	ExTRI
POU1F1	GH1	1.0	ExTRI;NTNU.Curated;SIGNOR;TRRUST
NR2C1	HRH1	-1.0	ExTRI;GEREDB
ATF1	EGR1	1.0	ExTRI;NTNU.Curated;SIGNOR
CREB1	EGR1	1.0	ExTRI;NTNU.Curated
ATF1	MAP2K2	1.0	ExTRI
ID3	BMP4	1.0	ExTRI
ID2	ID3	1.0	ExTRI
ID3	ID2	1.0	ExTRI
ERF	CRYAA	1.0	ExTRI
JUN	CRYAA	1.0	ExTRI
EGR1	ABCB1	1.0	ExTRI;SIGNOR;TFactS;TRRUST
ZNF354C	ABCB1	1.0	ExTRI
WT1	ABCB1	1.0	ExTRI;TRRUST
USF1	PDX1	1.0	ExTRI
YY1	CETP	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TFactS;TRRUST
SREBF1	CETP	1.0	DoRothEA-A;ExTRI;GEREDB;HTRI;NTNU.Curated;TFactS;TRRUST
EGR1	EGF	1.0	ExTRI
EGR1	TKT	1.0	ExTRI
ELF1	FCGRT	-1.0	ExTRI;NTNU.Curated
ELF1	IGHE	1.0	ExTRI
GATA1	FCGRT	1.0	ExTRI;NTNU.Curated
GATA1	IGHE	1.0	ExTRI;NTNU.Curated
HMGA1	LY6E	1.0	ExTRI;NTNU.Curated
HMGA2	LY6E	1.0	ExTRI;NTNU.Curated
POU2F1	LY6E	1.0	ExTRI;NTNU.Curated
POU2F2	LY6E	1.0	ExTRI;NTNU.Curated
GATA1	EPB42	1.0	ExTRI;NTNU.Curated;TFactS
PHOX2B	PHOX2B	1.0	ExTRI;GOA;HTRI;TFactS
PHOX2B	DBH	1.0	ExTRI;GEREDB;GOA;TRRUST
PHOX2B	FOS	1.0	ExTRI;NTNU.Curated
POU1F1	PRDX6	1.0	ExTRI
SP1	PRDX6	1.0	ExTRI
CREB1	MYB	1.0	ExTRI;NTNU.Curated
SREBF2	KPNB1	1.0	ExTRI;NTNU.Curated
AHR	CDKN1B	1.0	ExTRI;GEREDB
EGR1	EGR1	-1.0	ExTRI;GOA;NTNU.Curated
ELF1	LYZ	1.0	ExTRI
ELF4	LYZ	1.0	ExTRI;GEREDB;SIGNOR
SREBF1	SCD5	1.0	ExTRI;NTNU.Curated;TRRUST
TP53	GABRA6	1.0	ExTRI
TP53	TUBB3	1.0	ExTRI
TTF1	SLC5A5	1.0	ExTRI
DLX4	GATA1	1.0	ExTRI;GEREDB;NTNU.Curated
STAT1	CD40	1.0	DoRothEA-A;ExTRI;TFactS;TRRUST
NR0B1	STAR	-1.0	ExTRI;TRRUST
AR	STAR	1.0	ExTRI
NR1I2	CYP3A4	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;SIGNOR;TRRUST
HNF1A	CYP7A1	1.0	DoRothEA-A;ExTRI;NTNU.Curated
NR1H3	CYP7A1	1.0	ExTRI;GOA;TFactS
NR2F2	CYP7A1	1.0	ExTRI;NTNU.Curated;TFactS
IRF1	TNF	1.0	CytReg;ExTRI
MITF	TPSB2	1.0	ExTRI;TFactS
STAT5A	HSD3B2	1.0	ExTRI
MAX	STAT5A	1.0	ExTRI
CREB1	PRL	1.0	ExTRI;NTNU.Curated;TRRUST
NCOA1	PRL	1.0	ExTRI
NR4A1	PRL	1.0	ExTRI;NTNU.Curated
VDR	PRL	1.0	ExTRI;TRRUST
NCOR1	MYOD1	1.0	ExTRI
STAT1	IFNA1	1.0	CytReg;ExTRI;TRRUST
WT1	WT1	-1.0	ExTRI;HTRI;NTNU.Curated
WT1	BCL2	1.0	ExTRI;TRRUST
FOS	CLU	-1.0	DoRothEA-A;ExTRI;HTRI;TRRUST
FOSL1	CLU	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST
JUNB	CLU	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST
CREB1	TH	1.0	ExTRI;GEREDB;NTNU.Curated;TFactS;TRRUST
JUN	SFTPB	-1.0	ExTRI;GEREDB
PAX6	UNC5C	1.0	ExTRI
ASCL1	EHD1	1.0	ExTRI
MTF2	ACE2	1.0	ExTRI
CREM	INS	1.0	ExTRI;GEREDB
CREM	TAF4	1.0	ExTRI;TRRUST
TBP	INS	1.0	ExTRI
SREBF1	PPARG	1.0	ExTRI;GEREDB;NTNU.Curated;TRRUST
PPARG	SREBF1	1.0	ExTRI;NTNU.Curated
PPARG	SREBF2	-1.0	ExTRI;GEREDB;NTNU.Curated
SREBF2	PPARG	1.0	ExTRI;GEREDB;NTNU.Curated;TRRUST
ESR1	CKB	1.0	ExTRI;NTNU.Curated
ESR2	OXT	1.0	DoRothEA-A;ExTRI;GEREDB;SIGNOR;TRRUST
PAX3	PAX3	1.0	ExTRI
PAX3	PDGFRA	-1.0	ExTRI;GEREDB
CEBPG	HPN	1.0	ExTRI;NTNU.Curated
SP1	HPN	1.0	ExTRI;GEREDB;NTNU.Curated
TFAP2A	HPN	1.0	ExTRI;NTNU.Curated
SP1	ABCB1	1.0	DoRothEA-A;ExTRI;HTRI;SIGNOR;TFactS;TRRUST
YBX1	ABCB1	1.0	ExTRI;NTNU.Curated;SIGNOR;TRRUST
JUN	SPI1	1.0	ExTRI;GEREDB;TRRUST
SPI1	JUN	1.0	ExTRI;SIGNOR
USF1	SPP1	1.0	ExTRI;GEREDB;NTNU.Curated
HIF1A	VEGFA	1.0	DoRothEA-A;ExTRI;NTNU.Curated;SIGNOR;TFactS;TRRUST
SMAD4	CDKN1A	1.0	ExTRI;GEREDB;NTNU.Curated;TFactS;TRRUST
PDX1	S100G	1.0	ExTRI
VDR	S100G	1.0	ExTRI;GEREDB
DNMT1	CFTR	1.0	ExTRI
KLF5	MYH10	1.0	ExTRI
KLF5	GZMA	1.0	ExTRI
ESR1	C3	1.0	ExTRI;NTNU.Curated
NR3C1	CSN2	1.0	ExTRI;NTNU.Curated
NR3C2	CSN2	1.0	ExTRI;NTNU.Curated
PGR	CSN2	-1.0	ExTRI;NTNU.Curated
EGR1	TNF	1.0	CytReg;ExTRI;GEREDB;Pavlidis2021;TFactS;TRRUST
TBP	SNAP25	1.0	ExTRI
IRF1	IL18	1.0	CytReg;ExTRI;GEREDB
STAT5A	IL4	1.0	CytReg;ExTRI
STAT5B	IL4	1.0	CytReg;ExTRI
SP1	FN1	1.0	DoRothEA-A;ExTRI;GEREDB;HTRI;NTNU.Curated
DLX4	THEG	1.0	ExTRI
ZBTB12	THEG	1.0	ExTRI
DLX4	FN1	1.0	ExTRI
FOS	FN1	1.0	ExTRI;GEREDB;NTNU.Curated
JUN	FN1	1.0	ExTRI;NTNU.Curated
MYC	FN1	-1.0	ExTRI;NTNU.Curated;TFactS
ZBTB12	FN1	1.0	ExTRI
PPARG	FABP4	1.0	ExTRI;GEREDB;NTNU.Curated;SIGNOR;TRRUST
PDX1	PRKCG	1.0	ExTRI
PDX1	PSMA5	1.0	ExTRI
STAT5A	BCL2L1	1.0	DoRothEA-A;ExTRI;SIGNOR;TFactS;TRRUST
SP1	LEP	1.0	DoRothEA-A;ExTRI;TRRUST
STAT5A	OSM	1.0	CytReg;ExTRI;TFactS
EGR1	MMP14	1.0	ExTRI;GOA;TRRUST
ESR1	SPP1	1.0	ExTRI;NTNU.Curated
ESR2	SPP1	1.0	ExTRI;GEREDB
MYRF	COL5A2	1.0	ExTRI
PPARG	CD36	1.0	ExTRI;NTNU.Curated;Pavlidis2021;TRRUST
POU2F2	TGFA	1.0	ExTRI
PDX1	GFAP	1.0	ExTRI
STAT1	PTGS2	1.0	ExTRI;TRRUST
STAT5A	PTGS2	1.0	ExTRI;GEREDB;NTNU.Curated
SSRP1	HES1	1.0	ExTRI
SSRP1	HES5	1.0	ExTRI
SSRP1	NOTCH3	1.0	ExTRI
CEBPB	IL6	-1.0	CytReg;ExTRI;NTNU.Curated;TRRUST
TP53	PVR	1.0	ExTRI
PAX5	CD79A	1.0	ExTRI;GEREDB;TRRUST
PAX5	RAG2	1.0	ExTRI;GOA;NTNU.Curated;Pavlidis2021;TRRUST
PAX5	EBF1	1.0	ExTRI;Pavlidis2021
EBF1	PAX5	1.0	ExTRI
TP53	CREBBP	1.0	ExTRI
CREBBP	TP53	1.0	TRRUST
ETS1	PARP1	1.0	ExTRI;GEREDB;NTNU.Curated;TRRUST
TP53	ACHE	1.0	ExTRI
TP53	AQP1	1.0	ExTRI
TP73	AQP1	1.0	ExTRI
TP73	CREBBP	1.0	ExTRI
TP73	GADD45A	1.0	ExTRI;GEREDB
POU2F1	CXCL8	-1.0	CytReg;ExTRI;NTNU.Curated
POU2F1	HLA-DRA	-1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated
ETS1	MGAT5	1.0	ExTRI;GEREDB;NTNU.Curated;TFactS;TRRUST
JUN	MGAT5	1.0	ExTRI;NTNU.Curated
NFYA	CDK1	-1.0	ExTRI;GEREDB
CEBPG	CD14	1.0	ExTRI;NTNU.Curated
CEBPB	PRG2	1.0	ExTRI
GATA1	PRG2	1.0	ExTRI;NTNU.Curated;TFactS;TRRUST
GATA1	MBP	1.0	ExTRI;NTNU.Curated
ZFPM1	MBP	1.0	ExTRI
CEBPG	MBP	1.0	ExTRI
CEBPB	MBP	1.0	ExTRI
PDX1	GCG	1.0	ExTRI;GEREDB;NTNU.Curated
PDX1	PIK3C3	1.0	ExTRI
CEBPB	HSP90AA1	1.0	ExTRI
STAT3	HSP90AA1	1.0	ExTRI;NTNU.Curated
STAT1	HSP90AA1	-1.0	ExTRI;TRRUST
STAT1	HSPA4	1.0	ExTRI;NTNU.Curated
HSF1	HSP90AA1	1.0	ExTRI;GEREDB
HSF1	HSPA4	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST
STAT3	HSPA4	1.0	ExTRI;NTNU.Curated;TRRUST
APEX1	APEX1	1.0	ExTRI
CEBPB	HP	1.0	ExTRI;TFactS;TRRUST
CEBPB	MAPK1	1.0	ExTRI
STAT3	HP	1.0	ExTRI;NTNU.Curated;TFactS;TRRUST
TEAD2	TP53	1.0	ExTRI;NTNU.Curated
HIF1A	TFRC	1.0	ExTRI;GEREDB;TFactS;TRRUST
MYC	HSPA4	1.0	ExTRI;TFactS;TRRUST
SP1	PSEN1	1.0	ExTRI;GEREDB;TRRUST
NR0B1	NR0B1	1.0	ExTRI
NR0B1	NR5A1	-1.0	ExTRI;GEREDB;TRRUST
NR5A1	NR0B1	1.0	ExTRI;TFactS;TRRUST
ESR1	TNFRSF11A	1.0	ExTRI
SP1	SLC25A5	1.0	ExTRI;GEREDB
SP1	TNFRSF11A	1.0	ExTRI
ESR1	E2F1	1.0	ExTRI;NTNU.Curated;TFactS;TRRUST
SP1	E2F1	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TFactS;TRRUST
SP3	CYP11A1	1.0	ExTRI
TFAP2A	CYP11A1	1.0	ExTRI;TRRUST
SP1	SPI1	1.0	ExTRI
SPI1	SP1	1.0	ExTRI
SPI1	SP3	1.0	ExTRI
SP3	SPI1	1.0	ExTRI
SPI1	CYP11A1	1.0	ExTRI
STAT3	HSP90AB1	1.0	ExTRI;NTNU.Curated
ZNF281	ODC1	1.0	ExTRI
ZNF148	ODC1	1.0	ExTRI;TRRUST
ZNF148	GAST	1.0	ExTRI;TRRUST
MAZ	PDIK1L	1.0	ExTRI
TP53	KRAS	1.0	ExTRI
TFAM	SLC25A5	1.0	ExTRI
SP1	PLAT	1.0	DoRothEA-A;ExTRI;GEREDB;HTRI;TRRUST
SP3	PLAT	1.0	DoRothEA-A;ExTRI;GEREDB;HTRI;TRRUST
SPI1	CSF2RB	1.0	ExTRI;TFactS
IRF4	IL1B	1.0	CytReg;ExTRI
IRF8	IL1B	1.0	CytReg;ExTRI;GEREDB;TRRUST
SPI1	IL1B	1.0	CytReg;ExTRI;TRRUST
IRF2	IFNG	1.0	ExTRI
ZBED1	ZBED1	1.0	ExTRI
SP1	NFKBIA	1.0	ExTRI;TFactS
AR	DNM1L	1.0	ExTRI
AR	SRC	1.0	ExTRI
NCOA1	MSH6	1.0	ExTRI
NCOA1	PSMD4	1.0	ExTRI
NCOA2	DNM1L	1.0	ExTRI
NCOA2	MSH6	1.0	ExTRI
NCOA2	PSMD4	1.0	ExTRI
NCOA2	SRC	1.0	ExTRI
SP1	RECK	1.0	ExTRI;TRRUST
RUNX1	BLK	1.0	ExTRI;NTNU.Curated;Pavlidis2021
PAX5	BLK	1.0	ExTRI;Pavlidis2021;TRRUST
SREBF2	LDLR	1.0	DoRothEA-A;ExTRI;GEREDB;NTNU.Curated;SIGNOR;TFactS;TRRUST
FOXA1	AFP	1.0	ExTRI;GEREDB;NTNU.Curated
NR4A2	TH	1.0	ExTRI;GEREDB;NTNU.Curated;TFactS
SPI1	TH	1.0	ExTRI
SP1	MBP	1.0	ExTRI;NTNU.Curated
NR0B2	SYK	1.0	ExTRI
NR0B2	IL2	1.0	ExTRI
PGR	IGFBP1	1.0	ExTRI;NTNU.Curated;TRRUST
NR5A1	CYP11A1	1.0	ExTRI;NTNU.Curated;TFactS;TRRUST
CEBPB	CXCL8	1.0	CytReg;DoRothEA-A;ExTRI;GEREDB;HTRI;TRRUST
HNF1A	UGT1A1	1.0	ExTRI;GEREDB;NTNU.Curated;SIGNOR;TRRUST
MGA	MGA	1.0	ExTRI
NFKB1	CCND1	1.0	ExTRI;NTNU.Curated;TFactS;TRRUST
RELA	CCND1	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TFactS;TRRUST
CEBPD	IL1B	1.0	ExTRI
CEBPB	IL1B	1.0	CytReg;ExTRI;TRRUST
ESR2	FSHB	1.0	ExTRI
TP53	BAG1	-1.0	ExTRI;GEREDB
RELA	PLAU	1.0	DoRothEA-A;ExTRI;GEREDB;HTRI;NTNU.Curated;TRRUST
MYC	MYC	-1.0	ExTRI;HTRI;TFactS
KLF1	HBB	1.0	ExTRI;GEREDB;NTNU.Curated;SIGNOR;TRRUST
REL	CCL2	1.0	CytReg;DoRothEA-A;ExTRI;HTRI;TRRUST
RELA	CCL2	1.0	CytReg;DoRothEA-A;ExTRI;HTRI;IntAct;NTNU.Curated;TRRUST
TP53	MDM4	1.0	DoRothEA-A;ExTRI;TRRUST
TP73	MDM4	1.0	ExTRI
WT1	MYCN	-1.0	ExTRI;GEREDB;NTNU.Curated;TRRUST
AHR	CTSD	1.0	ExTRI
ARNT	CTSD	1.0	ExTRI;TRRUST
STAT5A	STAT5A	1.0	ExTRI
CREB1	JUN	-1.0	ExTRI;NTNU.Curated;TRRUST
SP1	HMGA2	1.0	ExTRI;GEREDB;NTNU.Curated;TRRUST
SP3	HMGA2	1.0	ExTRI;NTNU.Curated;TRRUST
CEBPG	PCK1	1.0	ExTRI
DDIT3	HSPA4	1.0	ExTRI
FOS	HSPA5	1.0	ExTRI
PGR	IGFBP5	1.0	ExTRI;NTNU.Curated
CEBPG	STAR	1.0	ExTRI
NRG1	EGF	1.0	ExTRI
NRG1	PIK3R1	1.0	ExTRI
PPARA	EDN1	-1.0	ExTRI;GEREDB;NTNU.Curated
ATF2	EP300	1.0	ExTRI
GATA4	ANKRD1	1.0	ExTRI;GEREDB
NKX2-5	ANKRD1	1.0	ExTRI;SIGNOR
NFATC2	XCL1	1.0	ExTRI;GEREDB
RELA	CXCL8	1.0	CytReg;DoRothEA-A;ExTRI;GOA;HTRI;NTNU.Curated;TFactS;TRRUST
LHX3	ESR1	1.0	ExTRI
NR5A1	SCARB1	1.0	ExTRI;TFactS
NFIC	AR	1.0	ExTRI
TP53	IL2	-1.0	ExTRI;GEREDB;NTNU.Curated
FOS	CCND2	1.0	ExTRI
TFAP2A	IL3	1.0	ExTRI;NTNU.Curated
YY1	IL3	1.0	ExTRI;NTNU.Curated
PAX3	TYRP1	1.0	ExTRI
PAX3	FN1	1.0	ExTRI
MITF	PAX3	1.0	ExTRI
PAX3	MITF	1.0	ExTRI;TRRUST
CTCF	LYZ	1.0	ExTRI;GEREDB
RELA	TNF	1.0	CytReg;ExTRI;IntAct;TFactS;TRRUST
NFKB1	TNF	1.0	CytReg;ExTRI;TFactS;TRRUST
STAT5A	IL7R	1.0	ExTRI
CEBPB	CETP	1.0	ExTRI
CEBPG	CETP	1.0	ExTRI
WT1	AREG	1.0	ExTRI;SIGNOR
DBP	CYP2A13	1.0	ExTRI
DBP	IGKV2D-26	1.0	ExTRI
NFIC	CYP1A1	-1.0	ExTRI;TRRUST
PITX2	PRL	1.0	ExTRI;NTNU.Curated;TRRUST
BCL6	IL4	1.0	CytReg;ExTRI
BCL6	STAT6	1.0	ExTRI
STAT6	BCL6	1.0	ExTRI;NTNU.Curated
BCL6	IGHE	1.0	ExTRI
RB1	E2F1	-1.0	TRRUST
E2F1	RB1	1.0	DoRothEA-A;ExTRI;NTNU.Curated;Pavlidis2021;TFactS;TRRUST
SP1	LHCGR	1.0	DoRothEA-A;ExTRI;HTRI;TFactS
SP3	LHCGR	1.0	ExTRI;TFactS
HNF1B	INS	1.0	ExTRI;TFactS
HNF4A	INS	1.0	ExTRI
TFCP2	HBA2	1.0	ExTRI;NTNU.Curated
REST	GRIA2	-1.0	ExTRI;NTNU.Curated
ESRRA	CYP19A1	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;SIGNOR;TRRUST
HOXD3	PLAU	1.0	ExTRI;GEREDB;TRRUST
SP1	PDLIM7	1.0	ExTRI
SP3	PDLIM7	1.0	ExTRI
IRF9	IFNL3	1.0	ExTRI
TFE3	SLC34A1	1.0	ExTRI;GEREDB
NR2F2	PKLR	-1.0	ExTRI;GEREDB
ZNF236	PKLR	1.0	ExTRI
USF1	PKLR	1.0	ExTRI;TFactS;TRRUST
JUNB	IL6	-1.0	CytReg;ExTRI
STAT3	JUNB	1.0	ExTRI;NTNU.Curated;TRRUST
SP1	CCND1	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST
TFAP2A	MXI1	1.0	ExTRI
ESR1	TFAP2A	1.0	ExTRI
TFAP2A	ESR1	1.0	ExTRI
ESR1	TFAP2C	1.0	DoRothEA-A;HTRI
TFAP2C	ESR1	1.0	ExTRI;NTNU.Curated;TRRUST
IRF1	SLPI	-1.0	ExTRI;NTNU.Curated;TRRUST
CEBPA	PRL	1.0	ExTRI;NTNU.Curated;TRRUST
DDIT3	PRL	1.0	ExTRI
PAX8	TNF	1.0	ExTRI
PAX8	TG	1.0	DoRothEA-A;ExTRI;GEREDB;NTNU.Curated;SIGNOR;TRRUST
TTF1	TG	1.0	ExTRI
NKX2-1	TG	1.0	ExTRI;GEREDB;NTNU.Curated;Pavlidis2021
NKX2-1	TNF	1.0	ExTRI
TTF1	TNF	1.0	ExTRI
WT1	IGF1R	-1.0	DoRothEA-A;ExTRI;HTRI;TRRUST
PGR	PRL	-1.0	ExTRI;GEREDB;NTNU.Curated
PDX1	PDX1	1.0	ExTRI;HTRI;TFactS
ESR1	CCND1	1.0	DoRothEA-A;ExTRI;NTNU.Curated;SIGNOR;TRRUST
PBX1	PREB	1.0	ExTRI
TCF3	PREB	1.0	ExTRI
PBX1	WNT16	1.0	ExTRI
TCF3	WNT16	1.0	ExTRI
MYC	ACHE	1.0	ExTRI
MYC	KAT2B	1.0	ExTRI;TFactS
SP4	SP4	1.0	ExTRI
SP1	ITGAV	1.0	ExTRI;TFactS;TRRUST
SP3	ITGAV	1.0	ExTRI;TRRUST
NR0B1	ABCD2	1.0	ExTRI
NR0B1	ABCD3	1.0	ExTRI
E2F1	CCNE1	1.0	DoRothEA-A;ExTRI;GOA;NTNU.Curated;SIGNOR;TFactS;TRRUST
E2F1	CCND1	1.0	ExTRI;GEREDB;NTNU.Curated;Pavlidis2021;TFactS;TRRUST
TP53	YY1	1.0	ExTRI
YY1	TP53	1.0	ExTRI;NTNU.Curated;Pavlidis2021;TRRUST
IRF1	CIITA	1.0	ExTRI;NTNU.Curated;TRRUST
CIITA	IRF1	1.0	TRRUST
CDX2	GCG	1.0	ExTRI;NTNU.Curated
POU3F4	GCG	1.0	ExTRI;NTNU.Curated;TRRUST
SP1	MMP2	1.0	DoRothEA-A;ExTRI;HTRI;TRRUST
SP3	MMP2	1.0	DoRothEA-A;ExTRI;HTRI;TRRUST
TFAP2A	MMP2	1.0	DoRothEA-A;ExTRI;GEREDB;HTRI;TRRUST
CEBPG	MMP2	1.0	ExTRI
ETV4	MMP2	1.0	ExTRI;NTNU.Curated;TRRUST
ELF3	FOLH1	1.0	ExTRI
ELF5	FOLH1	1.0	ExTRI
